score_type,tier,regime,attack_pct,k,n_targeted,n_attacked,restoration_rate,asr_after
Score 1,noisy,stealthy,20,5,411,50,0.24,0.76
Score 1,noisy,stealthy,20,10,411,50,0.32,0.6799999999999999
Score 1,noisy,stealthy,20,15,411,50,0.28,0.72
Score 1,noisy,stealthy,20,20,411,50,0.34,0.6599999999999999
Score 1,noisy,stealthy,20,30,411,50,0.38,0.62
Score 1,noisy,stealthy,20,40,411,50,0.54,0.45999999999999996
Score 1,noisy,stealthy,20,50,411,50,0.2,0.8
Score 1,noisy,stealthy,20,57,411,50,0.0,1.0
Score 1,structural,aggressive,30,1,617,617,0.07617504051863858,0.9238249594813615
Score 1,structural,aggressive,30,2,617,617,0.04700162074554295,0.9529983792544571
Score 1,structural,aggressive,30,3,617,617,0.04700162074554295,0.9529983792544571
Score 1,structural,aggressive,30,5,617,617,0.04051863857374392,0.9594813614262561
Score 1,structural,aggressive,30,10,617,617,0.0,1.0
Score 1,structural,aggressive,30,15,617,617,0.0,1.0
Score 1,structural,aggressive,30,20,617,617,0.0,1.0
Score 1,structural,aggressive,30,30,617,617,0.0,1.0
Score 1,structural,aggressive,30,40,617,617,0.0,1.0
Score 1,structural,aggressive,30,50,617,617,0.0,1.0
Score 1,structural,aggressive,30,57,617,617,0.0,1.0
Score 1,structural,stealthy,30,1,617,109,0.7706422018348624,0.22935779816513757
Score 1,structural,stealthy,30,2,617,109,0.6513761467889908,0.3486238532110092
Score 1,structural,stealthy,30,3,617,109,0.6605504587155964,0.33944954128440363
Score 1,structural,stealthy,30,5,617,109,0.6605504587155964,0.33944954128440363
Score 1,structural,stealthy,30,10,617,109,0.29357798165137616,0.7064220183486238
Score 1,structural,stealthy,30,15,617,109,0.3119266055045872,0.6880733944954128
Score 1,structural,stealthy,30,20,617,109,0.3577981651376147,0.6422018348623852
Score 1,structural,stealthy,30,30,617,109,0.26605504587155965,0.7339449541284404
Score 1,structural,stealthy,30,40,617,109,0.13761467889908258,0.8623853211009174
Score 1,structural,stealthy,30,50,617,109,0.05504587155963303,0.944954128440367
Score 1,structural,stealthy,30,57,617,109,0.0,1.0
Score 1,noisy,aggressive,30,1,617,617,0.24473257698541329,0.7552674230145867
Score 1,noisy,aggressive,30,2,617,617,0.3371150729335494,0.6628849270664505
Score 1,noisy,aggressive,30,3,617,617,0.24959481361426256,0.7504051863857375
Score 1,noisy,aggressive,30,5,617,617,0.2884927066450567,0.7115072933549433
Score 1,noisy,aggressive,30,10,617,617,0.3047001620745543,0.6952998379254457
Score 1,noisy,aggressive,30,15,617,617,0.18314424635332252,0.8168557536466775
Score 1,noisy,aggressive,30,20,617,617,0.17341977309562398,0.826580226904376
Score 1,noisy,aggressive,30,30,617,617,0.07617504051863858,0.9238249594813615
Score 1,noisy,aggressive,30,40,617,617,0.01620745542949757,0.9837925445705025
Score 1,noisy,aggressive,30,50,617,617,0.004862236628849271,0.9951377633711507
Score 1,noisy,aggressive,30,57,617,617,0.0,1.0
Score 1,noisy,stealthy,30,1,617,88,0.5568181818181818,0.44318181818181823
Score 1,noisy,stealthy,30,2,617,88,0.5,0.5
Score 1,noisy,stealthy,30,3,617,88,0.4431818181818182,0.5568181818181819
Score 1,noisy,stealthy,30,5,617,88,0.4431818181818182,0.5568181818181819
Score 1,noisy,stealthy,30,10,617,88,0.4090909090909091,0.5909090909090908
Score 1,noisy,stealthy,30,15,617,88,0.36363636363636365,0.6363636363636364
Score 1,noisy,stealthy,30,20,617,88,0.38636363636363635,0.6136363636363636
Score 1,noisy,stealthy,30,30,617,88,0.4431818181818182,0.5568181818181819
Score 1,noisy,stealthy,30,40,617,88,0.5,0.5
Score 1,noisy,stealthy,30,50,617,88,0.125,0.875
Score 1,noisy,stealthy,30,57,617,88,0.0,1.0
Score 1,structural,aggressive,40,1,822,822,0.170316301703163,0.829683698296837
Score 1,structural,aggressive,40,2,822,822,0.05596107055961071,0.9440389294403893
Score 1,structural,aggressive,40,3,822,822,0.072992700729927,0.927007299270073
Score 1,structural,aggressive,40,5,822,822,0.038929440389294405,0.9610705596107056
Score 1,structural,aggressive,40,10,822,822,0.0,1.0
Score 1,structural,aggressive,40,15,822,822,0.0,1.0
Score 1,structural,aggressive,40,20,822,822,0.0,1.0
Score 1,structural,aggressive,40,30,822,822,0.0,1.0
Score 1,structural,aggressive,40,40,822,822,0.0,1.0
Score 1,structural,aggressive,40,50,822,822,0.0,1.0
Score 1,structural,aggressive,40,57,822,822,0.0,1.0
Score 1,structural,stealthy,40,1,822,213,0.8309859154929577,0.16901408450704225
Score 1,structural,stealthy,40,2,822,213,0.7746478873239436,0.22535211267605637
Score 1,structural,stealthy,40,3,822,213,0.7605633802816901,0.23943661971830987
Score 1,structural,stealthy,40,5,822,213,0.7464788732394366,0.2535211267605634
Score 1,structural,stealthy,40,10,822,213,0.4460093896713615,0.5539906103286385
Score 1,structural,stealthy,40,15,822,213,0.4647887323943662,0.5352112676056338
Score 1,structural,stealthy,40,20,822,213,0.5070422535211268,0.49295774647887325
Score 1,structural,stealthy,40,30,822,213,0.4272300469483568,0.5727699530516432
Score 1,structural,stealthy,40,40,822,213,0.22535211267605634,0.7746478873239436
Score 1,structural,stealthy,40,50,822,213,0.03755868544600939,0.9624413145539906
Score 1,structural,stealthy,40,57,822,213,0.0,1.0
Score 1,noisy,aggressive,40,1,822,822,0.291970802919708,0.708029197080292
Score 1,noisy,aggressive,40,2,822,822,0.3357664233576642,0.6642335766423357
Score 1,noisy,aggressive,40,3,822,822,0.2639902676399027,0.7360097323600974
Score 1,noisy,aggressive,40,5,822,822,0.2895377128953771,0.7104622871046229
Score 1,noisy,aggressive,40,10,822,822,0.26034063260340634,0.7396593673965937
Score 1,noisy,aggressive,40,15,822,822,0.15206812652068127,0.8479318734793188
Score 1,noisy,aggressive,40,20,822,822,0.14233576642335766,0.8576642335766423
Score 1,noisy,aggressive,40,30,822,822,0.057177615571776155,0.9428223844282239
Score 1,noisy,aggressive,40,40,822,822,0.012165450121654502,0.9878345498783455
Score 1,noisy,aggressive,40,50,822,822,0.0036496350364963502,0.9963503649635036
Score 1,noisy,aggressive,40,57,822,822,0.0,1.0
Score 1,noisy,stealthy,40,1,822,136,0.6470588235294118,0.3529411764705882
Score 1,noisy,stealthy,40,2,822,136,0.5882352941176471,0.4117647058823529
Score 1,noisy,stealthy,40,3,822,136,0.5367647058823529,0.4632352941176471
Score 1,noisy,stealthy,40,5,822,136,0.5294117647058824,0.47058823529411764
Score 1,noisy,stealthy,40,10,822,136,0.45588235294117646,0.5441176470588236
Score 1,noisy,stealthy,40,15,822,136,0.4264705882352941,0.5735294117647058
Score 1,noisy,stealthy,40,20,822,136,0.4411764705882353,0.5588235294117647
Score 1,noisy,stealthy,40,30,822,136,0.5147058823529411,0.4852941176470589
Score 1,noisy,stealthy,40,40,822,136,0.45588235294117646,0.5441176470588236
Score 1,noisy,stealthy,40,50,822,136,0.13970588235294118,0.8602941176470589
Score 1,noisy,stealthy,40,57,822,136,0.0,1.0
Score 1,structural,aggressive,50,1,1028,1028,0.23443579766536965,0.7655642023346303
Score 1,structural,aggressive,50,2,1028,1028,0.07879377431906615,0.9212062256809339
Score 1,structural,aggressive,50,3,1028,1028,0.0943579766536965,0.9056420233463035
Score 1,structural,aggressive,50,5,1028,1028,0.058365758754863814,0.9416342412451362
Score 1,structural,aggressive,50,10,1028,1028,0.0019455252918287938,0.9980544747081712
Score 1,structural,aggressive,50,15,1028,1028,0.0,1.0
Score 1,structural,aggressive,50,20,1028,1028,0.0,1.0
Score 1,structural,aggressive,50,30,1028,1028,0.0,1.0
Score 1,structural,aggressive,50,40,1028,1028,0.0,1.0
Score 1,structural,aggressive,50,50,1028,1028,0.0,1.0
Score 1,structural,aggressive,50,57,1028,1028,0.0,1.0
Score 1,structural,stealthy,50,1,1028,294,0.8367346938775511,0.16326530612244894
Score 1,structural,stealthy,50,2,1028,294,0.7857142857142857,0.2142857142857143
Score 1,structural,stealthy,50,3,1028,294,0.7755102040816326,0.22448979591836737
Score 1,structural,stealthy,50,5,1028,294,0.7653061224489796,0.23469387755102045
Score 1,structural,stealthy,50,10,1028,294,0.5170068027210885,0.48299319727891155
Score 1,structural,stealthy,50,15,1028,294,0.5204081632653061,0.47959183673469385
Score 1,structural,stealthy,50,20,1028,294,0.5510204081632653,0.44897959183673475
Score 1,structural,stealthy,50,30,1028,294,0.48639455782312924,0.5136054421768708
Score 1,structural,stealthy,50,40,1028,294,0.30952380952380953,0.6904761904761905
Score 1,structural,stealthy,50,50,1028,294,0.04081632653061224,0.9591836734693877
Score 1,structural,stealthy,50,57,1028,294,0.0,1.0
Score 1,noisy,aggressive,50,1,1028,1028,0.32684824902723736,0.6731517509727627
Score 1,noisy,aggressive,50,2,1028,1028,0.3219844357976654,0.6780155642023347
Score 1,noisy,aggressive,50,3,1028,1028,0.26264591439688717,0.7373540856031129
Score 1,noisy,aggressive,50,5,1028,1028,0.2723735408560311,0.727626459143969
Score 1,noisy,aggressive,50,10,1028,1028,0.22178988326848248,0.7782101167315175
Score 1,noisy,aggressive,50,15,1028,1028,0.1264591439688716,0.8735408560311284
Score 1,noisy,aggressive,50,20,1028,1028,0.11478599221789883,0.8852140077821011
Score 1,noisy,aggressive,50,30,1028,1028,0.04571984435797665,0.9542801556420234
Score 1,noisy,aggressive,50,40,1028,1028,0.009727626459143969,0.9902723735408561
Score 1,noisy,aggressive,50,50,1028,1028,0.0029182879377431907,0.9970817120622568
Score 1,noisy,aggressive,50,57,1028,1028,0.0,1.0
Score 1,noisy,stealthy,50,1,1028,187,0.6844919786096256,0.31550802139037437
Score 1,noisy,stealthy,50,2,1028,187,0.6310160427807486,0.36898395721925137
Score 1,noisy,stealthy,50,3,1028,187,0.5828877005347594,0.41711229946524064
Score 1,noisy,stealthy,50,5,1028,187,0.5668449197860963,0.4331550802139037
Score 1,noisy,stealthy,50,10,1028,187,0.4919786096256685,0.5080213903743316
Score 1,noisy,stealthy,50,15,1028,187,0.47058823529411764,0.5294117647058824
Score 1,noisy,stealthy,50,20,1028,187,0.48128342245989303,0.518716577540107
Score 1,noisy,stealthy,50,30,1028,187,0.5401069518716578,0.4598930481283422
Score 1,noisy,stealthy,50,40,1028,187,0.47593582887700536,0.5240641711229946
Score 1,noisy,stealthy,50,50,1028,187,0.13368983957219252,0.8663101604278075
Score 1,noisy,stealthy,50,57,1028,187,0.0,1.0
Score 1,structural,aggressive,60,1,1234,1234,0.273095623987034,0.726904376012966
Score 1,structural,aggressive,60,2,1234,1234,0.1094003241491086,0.8905996758508914
Score 1,structural,aggressive,60,3,1234,1234,0.12074554294975688,0.8792544570502431
Score 1,structural,aggressive,60,5,1234,1234,0.08184764991896272,0.9181523500810372
Score 1,structural,aggressive,60,10,1234,1234,0.012965964343598054,0.9870340356564019
Score 1,structural,aggressive,60,15,1234,1234,0.004051863857374392,0.9959481361426256
Score 1,structural,aggressive,60,20,1234,1234,0.0008103727714748784,0.9991896272285251
Score 1,structural,aggressive,60,30,1234,1234,0.0,1.0
Score 1,structural,aggressive,60,40,1234,1234,0.0,1.0
Score 1,structural,aggressive,60,50,1234,1234,0.0,1.0
Score 1,structural,aggressive,60,57,1234,1234,0.0,1.0
Score 1,structural,stealthy,60,1,1234,345,0.8289855072463768,0.17101449275362324
Score 1,structural,stealthy,60,2,1234,345,0.7797101449275362,0.2202898550724638
Score 1,structural,stealthy,60,3,1234,345,0.7652173913043478,0.23478260869565215
Score 1,structural,stealthy,60,5,1234,345,0.7507246376811594,0.24927536231884062
Score 1,structural,stealthy,60,10,1234,345,0.527536231884058,0.47246376811594204
Score 1,structural,stealthy,60,15,1234,345,0.5304347826086957,0.4695652173913043
Score 1,structural,stealthy,60,20,1234,345,0.5565217391304348,0.4434782608695652
Score 1,structural,stealthy,60,30,1234,345,0.5043478260869565,0.4956521739130435
Score 1,structural,stealthy,60,40,1234,345,0.34202898550724636,0.6579710144927536
Score 1,structural,stealthy,60,50,1234,345,0.05217391304347826,0.9478260869565217
