Attack metrics report
Dataset: taiwan_bankruptcy
Attack: pgd
epsilon=0.07

Correctly-classified originals: 2998/3410
Successfully attacked (among correct): 2979/2998
ASR (among correct): 0.9937

Changed samples among correct (any feature changed): 2998/2998
Max |delta| among correct: 0.07

Changed samples among successful attacks: 2979/2979
Max |delta| among successful attacks: 0.07

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.0560288 median=0.0559321 min=0.0509417 max=0.0646169
  RMSE : mean=0.0621706 median=0.06217 min=0.0589366 max=0.0670538
  L1   : mean=5.26671 median=5.25762 min=4.78852 max=6.07399
  L2   : mean=0.602767 median=0.60276 min=0.571412 max=0.65011
  Linf : mean=0.07 median=0.07 min=0.07 max=0.07

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.326241 adv_mean=0.342656 mean|diff|=0.0164149 max|diff|=0.0252625
  RMSE : orig_mean=0.450105 adv_mean=0.462771 mean|diff|=0.0127784 max|diff|=0.0230409
  L1   : orig_mean=30.6666 adv_mean=32.2096 mean|diff|=1.543 max|diff|=2.37467
  L2   : orig_mean=4.36393 adv_mean=4.48673 mean|diff|=0.123891 max|diff|=0.223389
  Linf : orig_mean=0.999071 adv_mean=0.999517 mean|diff|=0.00135775 max|diff|=0.07

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.326063 adv_mean=0.342497 mean|diff|=0.0164335 max|diff|=0.0252625
  RMSE : orig_mean=0.449903 adv_mean=0.462624 mean|diff|=0.0128209 max|diff|=0.0230409
  L1   : orig_mean=30.6499 adv_mean=32.1947 mean|diff|=1.54475 max|diff|=2.37467
  L2   : orig_mean=4.36197 adv_mean=4.48531 mean|diff|=0.124303 max|diff|=0.223389
  Linf : orig_mean=0.999068 adv_mean=0.999538 mean|diff|=0.00133986 max|diff|=0.07

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
0,1,1,0.0569432,0.062971,5.35267,0.610527,0.07
1,1,1,0.055324,0.0618731,5.20045,0.599882,0.07
2,1,1,0.0559026,0.0623052,5.25485,0.604071,0.07
4,1,1,0.0537924,0.061129,5.05648,0.592668,0.07
5,1,1,0.0580248,0.0634881,5.45433,0.61554,0.07
6,1,1,0.0556697,0.0621934,5.23296,0.602988,0.07
7,1,1,0.0534881,0.0601191,5.02788,0.582877,0.07
8,1,1,0.0548811,0.0616148,5.15882,0.597378,0.07
9,1,1,0.0573611,0.0628136,5.39194,0.609001,0.07
10,1,1,0.0568123,0.062735,5.34036,0.608238,0.07
11,1,1,0.0557005,0.062116,5.23584,0.602237,0.07
13,1,1,0.0570725,0.0629445,5.36482,0.61027,0.07
14,1,1,0.0564053,0.0622333,5.3021,0.603374,0.07
15,1,1,0.0541598,0.0609151,5.09103,0.590594,0.07
16,1,1,0.0571629,0.0629802,5.37331,0.610615,0.07
17,1,1,0.053519,0.0603084,5.03078,0.584711,0.07
19,1,1,0.053417,0.0603834,5.0212,0.585439,0.07
20,1,1,0.0545516,0.0613648,5.12785,0.594954,0.07
21,1,1,0.0553394,0.0618439,5.2019,0.599599,0.07
22,1,1,0.0567008,0.0621162,5.32987,0.602239,0.07
24,1,1,0.052117,0.0590646,4.899,0.572653,0.07
25,1,1,0.0545686,0.0609263,5.12944,0.590702,0.07
26,1,1,0.0642406,0.0666463,6.03862,0.64616,0.07
27,1,1,0.0544563,0.0610365,5.11889,0.591771,0.07
28,1,1,0.0553851,0.061871,5.2062,0.599862,0.07
29,1,1,0.0579443,0.063257,5.44677,0.6133,0.07
30,1,1,0.0558428,0.0621804,5.24923,0.602861,0.07
31,1,1,0.0602778,0.0645325,5.66611,0.625666,0.07
34,1,1,0.0558641,0.0622628,5.25122,0.60366,0.07
35,1,1,0.0575435,0.0631052,5.40909,0.611827,0.07
36,1,1,0.0556917,0.0622048,5.23502,0.603098,0.07
37,1,1,0.057335,0.0631034,5.38949,0.61181,0.07
38,1,1,0.0545065,0.0610586,5.12361,0.591985,0.07
39,1,1,0.0585252,0.0635381,5.50137,0.616025,0.07
40,1,1,0.0601214,0.06451,5.65141,0.625447,0.07
42,1,1,0.0521273,0.0593687,4.89997,0.575601,0.07
43,1,1,0.0560263,0.0619639,5.26647,0.600763,0.07
44,1,1,0.0547601,0.0611046,5.14745,0.592431,0.07
45,1,1,0.0558531,0.0621271,5.25019,0.602344,0.07
46,1,1,0.0554069,0.0617552,5.20825,0.598739,0.07
47,1,1,0.0561568,0.0619856,5.27874,0.600973,0.07
50,1,1,0.0559897,0.0617106,5.26303,0.598306,0.07
51,1,1,0.053896,0.0607821,5.06623,0.589305,0.07
52,1,1,0.0558027,0.0619414,5.24546,0.600544,0.07
53,1,1,0.0636592,0.066491,5.98397,0.644654,0.07
54,1,1,0.0540982,0.0610796,5.08523,0.592188,0.07
55,1,1,0.0560046,0.061992,5.26443,0.601034,0.07
56,1,1,0.0556768,0.06207,5.23362,0.601791,0.07
57,1,1,0.055314,0.0618148,5.19951,0.599317,0.07
58,1,1,0.0625499,0.0658304,5.8797,0.63825,0.07
59,1,1,0.0554684,0.0617385,5.21403,0.598577,0.07
