Attack metrics report
Dataset: taiwan_bankruptcy
Attack: pgd
epsilon=0.03

Correctly-classified originals: 2998/3410
Successfully attacked (among correct): 2496/2998
ASR (among correct): 0.8326

Changed samples among correct (any feature changed): 2998/2998
Max |delta| among correct: 0.03

Changed samples among successful attacks: 2496/2496
Max |delta| among successful attacks: 0.03

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.0246249 median=0.0246138 min=0.0223018 max=0.0280526
  RMSE : mean=0.0270696 median=0.0270689 min=0.0256635 max=0.0289551
  L1   : mean=2.31474 median=2.3137 min=2.09637 max=2.63694
  L2   : mean=0.26245 median=0.262443 min=0.248817 max=0.28073
  Linf : mean=0.03 median=0.03 min=0.03 max=0.03

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.326241 adv_mean=0.331991 mean|diff|=0.00575044 max|diff|=0.00831977
  RMSE : orig_mean=0.450105 adv_mean=0.453145 mean|diff|=0.00326452 max|diff|=0.00988168
  L1   : orig_mean=30.6666 adv_mean=31.2071 mean|diff|=0.540542 max|diff|=0.782057
  L2   : orig_mean=4.36393 adv_mean=4.39341 mean|diff|=0.0316507 max|diff|=0.0958066
  Linf : orig_mean=0.999071 adv_mean=0.999293 mean|diff|=0.00157354 max|diff|=0.03

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.324065 adv_mean=0.329821 mean|diff|=0.00575651 max|diff|=0.00831977
  RMSE : orig_mean=0.447174 adv_mean=0.450373 mean|diff|=0.00342268 max|diff|=0.006607
  L1   : orig_mean=30.4621 adv_mean=31.0032 mean|diff|=0.541112 max|diff|=0.782057
  L2   : orig_mean=4.33551 adv_mean=4.36653 mean|diff|=0.0331841 max|diff|=0.0640574
  Linf : orig_mean=0.999034 adv_mean=0.999214 mean|diff|=0.00168294 max|diff|=0.03

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
0,1,1,0.0245283,0.0270252,2.30566,0.262019,0.03
1,0,1,0.0243168,0.0269466,2.28577,0.261257,0.03
2,0,1,0.0248457,0.0272016,2.33549,0.26373,0.03
4,1,1,0.0233565,0.0264086,2.19551,0.256041,0.03
5,1,1,0.0246205,0.0271108,2.31433,0.262849,0.03
6,0,1,0.0238612,0.0266366,2.24296,0.258252,0.03
7,1,1,0.0245352,0.0269326,2.30631,0.261122,0.03
8,1,1,0.0233585,0.0264088,2.1957,0.256042,0.03
9,1,1,0.024952,0.0272992,2.34549,0.264676,0.03
10,1,1,0.0248185,0.0271831,2.33294,0.26355,0.03
11,1,1,0.0243223,0.0269482,2.2863,0.261272,0.03
13,1,1,0.0244928,0.0269995,2.30233,0.26177,0.03
14,1,1,0.0249159,0.0272617,2.3421,0.264312,0.03
15,0,1,0.0240963,0.0266594,2.26506,0.258472,0.03
16,1,1,0.0240417,0.0267241,2.25992,0.2591,0.03
17,1,1,0.0248572,0.0271964,2.33657,0.263679,0.03
19,1,1,0.0243095,0.0269274,2.28509,0.261071,0.03
20,1,1,0.0246461,0.0271264,2.31674,0.263001,0.03
21,1,1,0.0249543,0.0273013,2.3457,0.264696,0.03
22,1,1,0.0249537,0.0272988,2.34565,0.264672,0.03
24,1,1,0.0236366,0.02648,2.22184,0.256733,0.03
25,1,1,0.0249803,0.0272992,2.34815,0.264676,0.03
26,1,1,0.0269612,0.0283419,2.53435,0.274784,0.03
27,1,1,0.0249882,0.027268,2.34889,0.264373,0.03
28,1,1,0.0246371,0.0271276,2.31588,0.263012,0.03
29,0,1,0.0254837,0.0275471,2.39547,0.267079,0.03
30,1,1,0.0247443,0.0271403,2.32597,0.263135,0.03
31,1,1,0.0267889,0.0282661,2.51815,0.27405,0.03
34,1,1,0.0246698,0.0271255,2.31896,0.262991,0.03
35,1,1,0.0251851,0.027393,2.3674,0.265585,0.03
36,1,1,0.0248406,0.0271964,2.33502,0.263679,0.03
37,0,1,0.0243134,0.0269462,2.28546,0.261253,0.03
38,1,1,0.0246438,0.0271266,2.31652,0.263002,0.03
39,1,1,0.025272,0.0274752,2.37557,0.266381,0.03
40,1,1,0.0257618,0.0276581,2.42161,0.268155,0.03
42,1,1,0.0232817,0.0261186,2.18848,0.25323,0.03
