score_type,tier,attack_pct,k,n_targeted,n_attacked,restoration_rate,asr_after,asr_before
Score 1,structural,10,1,203,200,0.95,0.050000000000000044,0.9852216748768473
Score 1,structural,10,2,203,200,0.95,0.050000000000000044,0.9852216748768473
Score 1,structural,10,3,203,200,0.95,0.050000000000000044,0.9852216748768473
Score 1,structural,10,5,203,200,0.95,0.050000000000000044,0.9852216748768473
Score 1,structural,10,10,203,200,0.93,0.06999999999999995,0.9852216748768473
Score 1,structural,10,15,203,200,0.95,0.050000000000000044,0.9852216748768473
Score 1,structural,10,20,203,200,0.96,0.040000000000000036,0.9852216748768473
Score 1,structural,10,30,203,200,0.985,0.015000000000000013,0.9852216748768473
Score 1,structural,10,40,203,200,0.98,0.020000000000000018,0.9852216748768473
Score 1,structural,10,50,203,200,0.98,0.020000000000000018,0.9852216748768473
Score 1,structural,10,57,203,200,0.985,0.015000000000000013,0.9852216748768473
Score 1,noisy,10,1,203,202,0.9752475247524752,0.024752475247524774,0.9950738916256158
Score 1,noisy,10,2,203,202,0.9752475247524752,0.024752475247524774,0.9950738916256158
Score 1,noisy,10,3,203,202,0.9752475247524752,0.024752475247524774,0.9950738916256158
Score 1,noisy,10,5,203,202,0.9752475247524752,0.024752475247524774,0.9950738916256158
Score 1,noisy,10,10,203,202,0.9554455445544554,0.044554455445544594,0.9950738916256158
Score 1,noisy,10,15,203,202,0.9851485148514851,0.014851485148514865,0.9950738916256158
Score 1,noisy,10,20,203,202,0.9851485148514851,0.014851485148514865,0.9950738916256158
Score 1,noisy,10,30,203,202,0.995049504950495,0.004950495049504955,0.9950738916256158
Score 1,noisy,10,40,203,202,0.9900990099009901,0.00990099009900991,0.9950738916256158
Score 1,noisy,10,50,203,202,1.0,0.0,0.9950738916256158
Score 1,noisy,10,57,203,202,1.0,0.0,0.9950738916256158
Score 1,structural,20,1,406,401,0.9625935162094763,0.03740648379052369,0.9876847290640394
Score 1,structural,20,2,406,401,0.9625935162094763,0.03740648379052369,0.9876847290640394
Score 1,structural,20,3,406,401,0.9625935162094763,0.03740648379052369,0.9876847290640394
Score 1,structural,20,5,406,401,0.9625935162094763,0.03740648379052369,0.9876847290640394
Score 1,structural,20,10,406,401,0.9376558603491272,0.06234413965087282,0.9876847290640394
Score 1,structural,20,15,406,401,0.9675810473815462,0.032418952618453845,0.9876847290640394
Score 1,structural,20,20,406,401,0.9775561097256857,0.02244389027431426,0.9876847290640394
Score 1,structural,20,30,406,401,0.9900249376558603,0.009975062344139696,0.9876847290640394
Score 1,structural,20,40,406,401,0.9900249376558603,0.009975062344139696,0.9876847290640394
Score 1,structural,20,50,406,401,0.9875311720698254,0.012468827930174564,0.9876847290640394
Score 1,structural,20,57,406,401,0.9925187032418953,0.007481296758104716,0.9876847290640394
Score 1,noisy,20,1,406,402,0.9701492537313433,0.02985074626865669,0.9901477832512315
Score 1,noisy,20,2,406,402,0.9701492537313433,0.02985074626865669,0.9901477832512315
Score 1,noisy,20,3,406,402,0.9701492537313433,0.02985074626865669,0.9901477832512315
Score 1,noisy,20,5,406,402,0.9701492537313433,0.02985074626865669,0.9901477832512315
Score 1,noisy,20,10,406,402,0.9552238805970149,0.04477611940298509,0.9901477832512315
Score 1,noisy,20,15,406,402,0.9825870646766169,0.01741293532338306,0.9901477832512315
Score 1,noisy,20,20,406,402,0.9850746268656716,0.014925373134328401,0.9901477832512315
Score 1,noisy,20,30,406,402,0.9900497512437811,0.00995024875621886,0.9901477832512315
Score 1,noisy,20,40,406,402,0.9850746268656716,0.014925373134328401,0.9901477832512315
Score 1,noisy,20,50,406,402,0.9975124378109452,0.0024875621890547706,0.9901477832512315
Score 1,noisy,20,57,406,402,0.9950248756218906,0.00497512437810943,0.9901477832512315
Score 1,structural,30,1,609,600,0.96,0.040000000000000036,0.9852216748768473
Score 1,structural,30,2,609,600,0.96,0.040000000000000036,0.9852216748768473
Score 1,structural,30,3,609,600,0.96,0.040000000000000036,0.9852216748768473
Score 1,structural,30,5,609,600,0.96,0.040000000000000036,0.9852216748768473
Score 1,structural,30,10,609,600,0.9416666666666667,0.05833333333333335,0.9852216748768473
Score 1,structural,30,15,609,600,0.9716666666666667,0.02833333333333332,0.9852216748768473
Score 1,structural,30,20,609,600,0.9766666666666667,0.023333333333333317,0.9852216748768473
Score 1,structural,30,30,609,600,0.985,0.015000000000000013,0.9852216748768473
Score 1,structural,30,40,609,600,0.9866666666666667,0.013333333333333308,0.9852216748768473
Score 1,structural,30,50,609,600,0.99,0.010000000000000009,0.9852216748768473
Score 1,structural,30,57,609,600,0.9933333333333333,0.00666666666666671,0.9852216748768473
Score 1,noisy,30,1,609,601,0.9733777038269551,0.0266222961730449,0.986863711001642
Score 1,noisy,30,2,609,601,0.9733777038269551,0.0266222961730449,0.986863711001642
Score 1,noisy,30,3,609,601,0.9733777038269551,0.0266222961730449,0.986863711001642
Score 1,noisy,30,5,609,601,0.9733777038269551,0.0266222961730449,0.986863711001642
Score 1,noisy,30,10,609,601,0.9600665557404326,0.03993344425956735,0.986863711001642
Score 1,noisy,30,15,609,601,0.9816971713810316,0.01830282861896837,0.986863711001642
Score 1,noisy,30,20,609,601,0.9800332778702163,0.019966722129783676,0.986863711001642
Score 1,noisy,30,30,609,601,0.9883527454242929,0.011647254575707144,0.986863711001642
Score 1,noisy,30,40,609,601,0.9866888519134775,0.01331114808652245,0.986863711001642
