score_type,tier,attack_pct,k,n_targeted,n_attacked,restoration_rate,asr_after,asr_before
Score 1,structural,10,1,203,202,0.9504950495049505,0.04950495049504955,0.9950738916256158
Score 1,structural,10,2,203,202,0.9504950495049505,0.04950495049504955,0.9950738916256158
Score 1,structural,10,3,203,202,0.9504950495049505,0.04950495049504955,0.9950738916256158
Score 1,structural,10,5,203,202,0.9504950495049505,0.04950495049504955,0.9950738916256158
Score 1,structural,10,10,203,202,0.9207920792079208,0.07920792079207917,0.9950738916256158
Score 1,structural,10,15,203,202,0.09900990099009901,0.900990099009901,0.9950738916256158
Score 1,structural,10,20,203,202,0.07425742574257425,0.9257425742574258,0.9950738916256158
Score 1,structural,10,30,203,202,0.0594059405940594,0.9405940594059405,0.9950738916256158
Score 1,structural,10,40,203,202,0.024752475247524754,0.9752475247524752,0.9950738916256158
Score 1,structural,10,50,203,202,0.01485148514851485,0.9851485148514851,0.9950738916256158
Score 1,structural,10,57,203,202,0.009900990099009901,0.9900990099009901,0.9950738916256158
Score 1,noisy,10,1,203,203,0.9753694581280788,0.024630541871921152,1.0
Score 1,noisy,10,2,203,203,0.9753694581280788,0.024630541871921152,1.0
Score 1,noisy,10,3,203,203,0.9753694581280788,0.024630541871921152,1.0
Score 1,noisy,10,5,203,203,0.9753694581280788,0.024630541871921152,1.0
Score 1,noisy,10,10,203,203,0.9458128078817734,0.054187192118226646,1.0
Score 1,noisy,10,15,203,203,0.059113300492610835,0.9408866995073891,1.0
Score 1,noisy,10,20,203,203,0.04926108374384237,0.9507389162561576,1.0
Score 1,noisy,10,30,203,203,0.03940886699507389,0.9605911330049262,1.0
Score 1,noisy,10,40,203,203,0.014778325123152709,0.9852216748768473,1.0
Score 1,noisy,10,50,203,203,0.0049261083743842365,0.9950738916256158,1.0
Score 1,noisy,10,57,203,203,0.0049261083743842365,0.9950738916256158,1.0
Score 1,structural,20,1,406,405,0.9629629629629629,0.03703703703703709,0.9975369458128078
Score 1,structural,20,2,406,405,0.9629629629629629,0.03703703703703709,0.9975369458128078
Score 1,structural,20,3,406,405,0.9629629629629629,0.03703703703703709,0.9975369458128078
Score 1,structural,20,5,406,405,0.9629629629629629,0.03703703703703709,0.9975369458128078
Score 1,structural,20,10,406,405,0.9308641975308642,0.06913580246913575,0.9975369458128078
Score 1,structural,20,15,406,405,0.10123456790123457,0.8987654320987655,0.9975369458128078
Score 1,structural,20,20,406,405,0.08148148148148149,0.9185185185185185,0.9975369458128078
Score 1,structural,20,30,406,405,0.06172839506172839,0.9382716049382716,0.9975369458128078
Score 1,structural,20,40,406,405,0.022222222222222223,0.9777777777777777,0.9975369458128078
Score 1,structural,20,50,406,405,0.012345679012345678,0.9876543209876543,0.9975369458128078
