Attack metrics report
Dataset: taiwan_bankruptcy
Attack: deepfool
alpha=0.005, maxiters=500

Correctly-classified originals: 2998/3410
Successfully attacked (among correct): 2998/2998
ASR (among correct): 1.0000

Changed samples among correct (any feature changed): 2998/2998
Max |delta| among correct: 0.243898

Changed samples among successful attacks: 2998/2998
Max |delta| among successful attacks: 0.243898

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.00851061 median=0.00725291 min=0.000267106 max=0.0444442
  RMSE : mean=0.0126084 median=0.0106917 min=0.000395211 max=0.068288
  L1   : mean=0.799997 median=0.681774 min=0.0251079 max=4.17775
  L2   : mean=0.122243 median=0.10366 min=0.00383171 max=0.662077
  Linf : mean=0.0459055 median=0.0390891 min=0.00140384 max=0.243898

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.326241 adv_mean=0.32725 mean|diff|=0.00100958 max|diff|=0.0101399
  RMSE : orig_mean=0.450105 adv_mean=0.449492 mean|diff|=0.000613168 max|diff|=0.0075233
  L1   : orig_mean=30.6666 adv_mean=30.7615 mean|diff|=0.0949005 max|diff|=0.953148
  L2   : orig_mean=4.36393 adv_mean=4.35799 mean|diff|=0.00594489 max|diff|=0.0729413
  Linf : orig_mean=0.999071 adv_mean=0.999822 mean|diff|=0.000974389 max|diff|=0.0324724

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.326241 adv_mean=0.32725 mean|diff|=0.00100958 max|diff|=0.0101399
  RMSE : orig_mean=0.450105 adv_mean=0.449492 mean|diff|=0.000613168 max|diff|=0.0075233
  L1   : orig_mean=30.6666 adv_mean=30.7615 mean|diff|=0.0949005 max|diff|=0.953148
  L2   : orig_mean=4.36393 adv_mean=4.35799 mean|diff|=0.00594489 max|diff|=0.0729413
  Linf : orig_mean=0.999071 adv_mean=0.999822 mean|diff|=0.000974389 max|diff|=0.0324724

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
0,1,1,0.00612141,0.00901729,0.575412,0.0874259,0.0325228
1,1,1,0.0198388,0.0298025,1.86484,0.288946,0.109733
2,1,1,0.0144428,0.0211498,1.35762,0.205055,0.0771293
4,1,1,0.00344208,0.00514322,0.323555,0.0498653,0.0185856
5,1,1,0.0086739,0.0126523,0.815347,0.122669,0.0468765
6,1,1,0.0226618,0.0342107,2.13021,0.331685,0.127318
7,1,1,0.00538054,0.00794231,0.505771,0.0770035,0.0290592
8,1,1,0.00243144,0.00358112,0.228555,0.0347203,0.0130297
9,1,1,0.00728591,0.0107199,0.684875,0.103933,0.0391397
10,1,1,0.000276083,0.00040146,0.0259518,0.0038923,0.00146593
11,1,1,0.00239966,0.00356818,0.225568,0.0345948,0.0128867
13,1,1,0.00453251,0.00668333,0.426056,0.0647973,0.0239605
14,1,1,0.00938634,0.0138875,0.882316,0.134645,0.0506557
15,1,1,0.0148733,0.0222602,1.39809,0.21582,0.0795773
16,1,1,0.00981826,0.0146098,0.922916,0.141648,0.0531723
17,1,1,0.0021428,0.00319221,0.201423,0.0309496,0.0117063
19,1,1,0.00240401,0.00357262,0.225977,0.0346379,0.0129825
20,1,1,0.0075171,0.011111,0.706607,0.107726,0.0405369
21,1,1,0.00270741,0.00397562,0.254496,0.0385451,0.0144775
22,1,1,0.00998607,0.0146968,0.938691,0.142491,0.0537571
24,1,1,0.00318338,0.0047556,0.299237,0.0461072,0.0167239
25,1,1,0.00618001,0.00912785,0.580921,0.0884978,0.0332981
26,1,1,0.00279447,0.00393783,0.26268,0.0381787,0.0118993
27,1,1,0.00760123,0.0110088,0.714515,0.106735,0.0404338
28,1,1,0.003476,0.00513595,0.326744,0.0497949,0.0181283
29,1,1,0.0192679,0.0290373,1.81118,0.281527,0.10035
30,1,1,0.00320296,0.00473526,0.301078,0.0459101,0.0172453
31,1,1,0.00351488,0.00490759,0.330398,0.0475809,0.0146417
34,1,1,0.00971842,0.0146171,0.913532,0.141718,0.0534184
35,1,1,0.0079919,0.0118764,0.751238,0.115146,0.0429556
36,1,1,0.00349644,0.0051548,0.328665,0.0499777,0.0190483
37,1,1,0.0144579,0.0212477,1.35905,0.206004,0.0788291
38,1,1,0.00698149,0.0103176,0.65626,0.100033,0.0376414
39,1,1,0.00757041,0.0110974,0.711618,0.107593,0.0410926
40,1,1,0.00773984,0.0108158,0.727545,0.104863,0.0322416
42,1,1,0.00345396,0.00514858,0.324672,0.0499174,0.0187253
43,1,1,0.00462772,0.00672818,0.435006,0.0652322,0.024822
44,1,1,0.0195129,0.0293804,1.83422,0.284854,0.107369
45,1,1,0.00551713,0.00833836,0.51861,0.0808434,0.030351
46,1,1,0.000805539,0.00120098,0.0757207,0.011644,0.00433586
47,1,1,0.00242803,0.00357208,0.228235,0.0346326,0.0131634
50,1,1,0.0155066,0.0229317,1.45762,0.222331,0.0839248
51,1,1,0.0119216,0.0178016,1.12063,0.172593,0.0650697
52,1,1,0.0106953,0.0158232,1.00536,0.153412,0.0579084
53,1,1,0.00070452,0.000986711,0.0662249,0.00956652,0.00292641
54,1,1,0.0142132,0.0212182,1.33604,0.205718,0.0781233
55,1,1,0.00573379,0.00832181,0.538976,0.080683,0.0306669
56,1,1,0.000534966,0.000799385,0.0502868,0.00775032,0.00286833
57,1,1,0.00477267,0.00710011,0.448631,0.0688382,0.0252295
58,1,1,0.00245329,0.00345834,0.23061,0.0335298,0.0101761
59,1,1,0.00568239,0.0083388,0.534145,0.0808476,0.0306268
60,1,1,0.0133401,0.0197587,1.25397,0.191568,0.0723853
61,1,1,0.00812719,0.0118657,0.763955,0.115043,0.0438388
62,1,1,0.012069,0.0180578,1.13449,0.175077,0.0648864
63,1,1,0.0151427,0.0224878,1.42341,0.218027,0.0827964
64,1,1,0.00787415,0.0115176,0.74017,0.111668,0.0421257
66,1,1,0.00724934,0.0107143,0.681438,0.103879,0.0390891
67,1,1,0.0115238,0.0173123,1.08324,0.167849,0.0627752
68,1,1,0.00217292,0.00317314,0.204255,0.0307647,0.0116964
69,1,1,0.00291694,0.00437445,0.274192,0.0424119,0.0158982
70,1,1,0.00166353,0.00240118,0.156372,0.0232803,0.00872429
71,1,1,0.0181828,0.0267991,1.70919,0.259827,0.0940343
72,1,1,0.00807128,0.0119175,0.7587,0.115544,0.0437414
73,1,1,0.00715618,0.0106099,0.672681,0.102867,0.0381234
74,1,1,0.0102107,0.0150834,0.959805,0.146239,0.0549752
75,1,1,0.00800386,0.0112835,0.752363,0.109398,0.033693
76,1,1,0.00219413,0.00319738,0.206248,0.0309997,0.0117323
77,1,1,0.00344879,0.00513665,0.324186,0.0498017,0.0187021
78,1,1,0.00273878,0.00397207,0.257445,0.0385106,0.014701
79,1,1,0.00271306,0.00396082,0.255027,0.0384015,0.0145281
80,1,1,0.0192595,0.0284242,1.81039,0.275583,0.106326
81,1,1,0.00291216,0.00431818,0.273743,0.0418663,0.0154449
82,1,1,0.0055291,0.00831554,0.519735,0.0806222,0.0299194
83,1,1,0.00805568,0.0119055,0.757234,0.115428,0.0434428
84,1,1,0.00805204,0.011905,0.756892,0.115424,0.0434523
85,1,1,0.00812479,0.0118667,0.76373,0.115051,0.0438035
86,1,1,0.00453198,0.00676556,0.426006,0.0655945,0.0250738
87,1,1,0.0160948,0.0242475,1.51291,0.235088,0.0894407
88,1,1,0.00217168,0.00316821,0.204138,0.0307169,0.0116024
89,1,1,0.00783773,0.0114858,0.736746,0.111359,0.0421067
90,1,1,0.00592094,0.00872921,0.556568,0.0846328,0.0320867
91,1,1,0.0065986,0.00982308,0.620268,0.0952383,0.0353232
92,1,1,0.00725193,0.0107151,0.681681,0.103886,0.0390891
94,1,1,0.0155905,0.022995,1.46551,0.222945,0.0858796
95,1,1,0.003304,0.00475996,0.310576,0.0461495,0.0175214
96,1,1,0.0143518,0.0213303,1.34907,0.206805,0.0781483
97,1,1,0.0162428,0.0242909,1.52682,0.235509,0.0895043
98,1,1,0.00221308,0.00317803,0.208029,0.0308121,0.0116928
99,1,1,0.0146833,0.0217268,1.38023,0.210649,0.0749541
100,1,1,0.00771032,0.0114925,0.72477,0.111424,0.0419846
102,1,1,0.00270614,0.00397895,0.254377,0.0385774,0.0145817
103,1,1,0.0075176,0.0111114,0.706654,0.107729,0.0405246
104,1,1,0.0055904,0.00832338,0.525498,0.0806981,0.0304027
105,1,1,0.0125703,0.0186153,1.18161,0.180482,0.0679422
106,1,1,0.00986226,0.0146636,0.927052,0.142169,0.0535351
107,1,1,0.00676391,0.00994609,0.635807,0.0964309,0.0364324
108,1,1,0.0259589,0.0393118,2.44013,0.381142,0.145096
109,1,1,0.00157951,0.0023867,0.148474,0.0231399,0.00816592
110,1,1,0.00774343,0.0114442,0.727883,0.110956,0.0416412
111,1,1,0.00434743,0.0063608,0.408658,0.0616702,0.0232849
112,1,1,0.0172062,0.0254753,1.61738,0.246992,0.0944172
113,1,1,0.00108991,0.00159867,0.102452,0.0154996,0.00579098
114,1,1,0.00577423,0.00869574,0.542778,0.0843084,0.0312776
115,1,1,0.00438815,0.00633765,0.412486,0.0614458,0.0233619
116,1,1,0.00163569,0.00239314,0.153755,0.0232024,0.00869404
117,1,1,0.0348295,0.0529324,3.27397,0.513199,0.197602
119,1,1,0.00317338,0.00474169,0.298298,0.0459724,0.0168138
120,1,1,0.00318545,0.00472067,0.299433,0.0457686,0.0169551
121,1,1,0.00539877,0.00794903,0.507484,0.0770687,0.0291634
122,1,1,0.00461447,0.00677281,0.43376,0.0656648,0.0249324
123,1,1,0.00431833,0.00635401,0.405923,0.0616044,0.023283
124,1,1,0.00666443,0.00989771,0.626456,0.0959618,0.0357963
125,1,1,0.00479491,0.00711189,0.450721,0.0689524,0.0258563
126,1,1,0.00841535,0.0126201,0.791043,0.122357,0.0462097
127,1,1,0.00811487,0.0122817,0.762798,0.119076,0.0446747
128,1,1,0.0207977,0.030895,1.95499,0.299538,0.114597
129,1,1,0.0109605,0.016264,1.03029,0.157685,0.0593205
130,1,1,0.000554165,0.000798061,0.0520915,0.00773749,0.00292024
131,1,1,0.00722398,0.0106648,0.679054,0.103399,0.0388042
132,1,1,0.0047763,0.00709163,0.448972,0.0687559,0.0253901
133,1,1,0.000353326,0.000493806,0.0332126,0.00478763,0.00148955
134,1,1,0.0107127,0.0158839,1.00699,0.154,0.0582903
135,1,1,0.0119604,0.0174597,1.12428,0.169278,0.0643169
136,1,1,0.00960874,0.0136429,0.903222,0.132273,0.0407956
137,1,1,0.00715206,0.0106347,0.672294,0.103108,0.0380852
139,1,1,0.00790601,0.0114719,0.743165,0.111224,0.0425441
140,1,1,0.00246687,0.00356879,0.231886,0.0346007,0.0131411
141,1,1,0.0203391,0.0302512,1.91188,0.293296,0.113222
142,1,1,0.00371522,0.00552483,0.349231,0.0535652,0.0202063
143,1,1,0.0086055,0.0126458,0.808917,0.122606,0.0466442
144,1,1,0.00027267,0.000399526,0.025631,0.00387354,0.00146885
145,1,1,0.00778922,0.0114693,0.732187,0.111199,0.0420556
146,1,1,0.00840779,0.0122594,0.790332,0.118859,0.0453576
147,1,1,0.00931992,0.0138712,0.876073,0.134486,0.0506729
148,1,1,0.0139961,0.0208602,1.31563,0.202247,0.0767045
149,1,1,0.000811042,0.00118936,0.076238,0.0115313,0.00426246
150,1,1,0.00762834,0.0114397,0.717064,0.110912,0.0416252
151,1,1,0.0122868,0.0182269,1.15496,0.176717,0.0665056
152,1,1,0.00318574,0.00472606,0.299459,0.0458209,0.0171019
154,1,1,0.0027075,0.00397587,0.254505,0.0385475,0.0144775
155,1,1,0.00483022,0.0071108,0.45404,0.0689418,0.0261506
156,1,1,0.00980384,0.0142454,0.921561,0.138114,0.0525613
157,1,1,0.00430649,0.00633417,0.40481,0.061412,0.0231441
158,1,1,0.00444458,0.00674823,0.417791,0.0654265,0.0245699
159,1,1,0.0112257,0.0165748,1.05521,0.160698,0.0609519
160,1,1,0.021869,0.032545,2.05569,0.315535,0.121966
161,1,1,0.00977288,0.0145778,0.91865,0.141337,0.0524726
162,1,1,0.0112086,0.0165031,1.05361,0.160004,0.0611771
163,1,1,0.0176308,0.0261497,1.65729,0.25353,0.0972796
164,1,1,0.00748081,0.0110994,0.703196,0.107612,0.0405369
165,1,1,0.000699213,0.000989178,0.065726,0.00959044,0.0028865
166,1,1,0.000821617,0.00120031,0.077232,0.0116375,0.00434324
