Attack metrics report
Dataset: taiwan_bankruptcy
Attack: deepfool
alpha=0.01, maxiters=500

Correctly-classified originals: 2998/3410
Successfully attacked (among correct): 2998/2998
ASR (among correct): 1.0000

Changed samples among correct (any feature changed): 2998/2998
Max |delta| among correct: 0.245283

Changed samples among successful attacks: 2998/2998
Max |delta| among successful attacks: 0.245283

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.00864704 median=0.00745661 min=0.000529343 max=0.044703
  RMSE : mean=0.0128116 median=0.0110652 min=0.000789821 max=0.0686885
  L1   : mean=0.812822 median=0.700921 min=0.0497582 max=4.20208
  L2   : mean=0.124214 median=0.107281 min=0.0076576 max=0.66596
  Linf : mean=0.0466469 median=0.0402815 min=0.00274289 max=0.245283

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.326241 adv_mean=0.327268 mean|diff|=0.00102699 max|diff|=0.0102437
  RMSE : orig_mean=0.450105 adv_mean=0.449486 mean|diff|=0.000619349 max|diff|=0.00754783
  L1   : orig_mean=30.6666 adv_mean=30.7632 mean|diff|=0.0965371 max|diff|=0.96291
  L2   : orig_mean=4.36393 adv_mean=4.35793 mean|diff|=0.00600481 max|diff|=0.0731792
  Linf : orig_mean=0.999071 adv_mean=0.999824 mean|diff|=0.000983699 max|diff|=0.0327113

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.326241 adv_mean=0.327268 mean|diff|=0.00102699 max|diff|=0.0102437
  RMSE : orig_mean=0.450105 adv_mean=0.449486 mean|diff|=0.000619349 max|diff|=0.00754783
  L1   : orig_mean=30.6666 adv_mean=30.7632 mean|diff|=0.0965371 max|diff|=0.96291
  L2   : orig_mean=4.36393 adv_mean=4.35793 mean|diff|=0.00600481 max|diff|=0.0731792
  Linf : orig_mean=0.999071 adv_mean=0.999824 mean|diff|=0.000983699 max|diff|=0.0327113

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
0,1,1,0.00638593,0.00940899,0.600278,0.0912235,0.0339368
1,1,1,0.019838,0.0298025,1.86478,0.288946,0.10973
2,1,1,0.0144371,0.0211502,1.35709,0.205059,0.0771169
4,1,1,0.00370484,0.00553866,0.348255,0.0536993,0.0200142
5,1,1,0.00867426,0.0126526,0.81538,0.122671,0.0468647
6,1,1,0.0226599,0.0342132,2.13003,0.331709,0.127308
7,1,1,0.00538054,0.00794231,0.505771,0.0770035,0.0290592
8,1,1,0.00269749,0.00397661,0.253564,0.0385547,0.0144775
9,1,1,0.00755374,0.0111165,0.710052,0.107778,0.0405875
10,1,1,0.000552165,0.000802922,0.0519036,0.00778462,0.00293186
11,1,1,0.0026622,0.00396254,0.250247,0.0384182,0.0143185
13,1,1,0.0047973,0.00707598,0.450946,0.0686042,0.0253716
14,1,1,0.00965327,0.0142843,0.907408,0.138491,0.0520997
15,1,1,0.0151276,0.0226448,1.422,0.219549,0.0809534
16,1,1,0.0100824,0.015005,0.947746,0.145479,0.0546277
17,1,1,0.0021428,0.00319221,0.201423,0.0309496,0.0117063
19,1,1,0.00266727,0.00396767,0.250724,0.038468,0.014425
20,1,1,0.0075171,0.011111,0.706607,0.107726,0.0405369
21,1,1,0.00270741,0.00397562,0.254496,0.0385451,0.0144775
22,1,1,0.010252,0.0150928,0.963689,0.14633,0.0552373
24,1,1,0.00318403,0.00475406,0.299299,0.0460923,0.0167248
25,1,1,0.00644722,0.00952441,0.606038,0.0923426,0.0347459
26,1,1,0.00279447,0.00393783,0.26268,0.0381787,0.0118993
27,1,1,0.007601,0.0110098,0.714494,0.106744,0.040478
28,1,1,0.00374067,0.00553006,0.351623,0.0536159,0.0195228
29,1,1,0.019274,0.0290417,1.81175,0.28157,0.100375
30,1,1,0.00320632,0.00473488,0.301394,0.0459063,0.0172433
31,1,1,0.00351438,0.00490647,0.330352,0.04757,0.014652
34,1,1,0.00997797,0.015011,0.93793,0.145537,0.054867
35,1,1,0.0079919,0.0118764,0.751238,0.115146,0.0429556
